wb,Wahlkreis,Wahlberechtige,Wähler,Wahlbeteiligung,1_Stimmen AfD,1_Stimmen CDU,1_Stimmen FDP,1_Stimmen GRÜNE,1_Stimmen LINKE,1_Stimmen SPD,1_Stimmen Ungültige Stimmen,1_Stimmen andere Parteien,1_Stimmen gültige Stimmen,1_Anteil AfD,1_Anteil CDU,1_Anteil FDP,1_Anteil GRÜNE,1_Anteil LINKE,1_Anteil SPD,1_Anteil Ungültige Stimmen,1_Anteil andere Parteien,1_Anteil gültige Stimmen,2_Stimmen AfD,2_Stimmen CDU,2_Stimmen FDP,2_Stimmen GRÜNE,2_Stimmen LINKE,2_Stimmen SPD,2_Stimmen Ungültige Stimmen,2_Stimmen andere Parteien,2_Stimmen gültige Stimmen,2_Anteil AfD,2_Anteil CDU,2_Anteil FDP,2_Anteil GRÜNE,2_Anteil LINKE,2_Anteil SPD,2_Anteil Ungültige Stimmen,2_Anteil andere Parteien,2_Anteil gültige Stimmen,2_Gewinner
31601,41.0,1171,592,50.6,122,213,51,89,49,44,12,12,580,21.0,36.7,8.8,15.3,8.4,7.6,2.0,2.1,98.0,107,166,85,92,41,49,9,43,583,18.4,28.5,14.6,15.8,7.0,8.4,1.5,7.4,98.5,CDU
31602,41.0,1048,558,53.2,118,218,36,81,52,33,8,12,550,21.5,39.6,6.5,14.7,9.5,6.0,1.4,2.2,98.6,115,185,62,82,42,33,4,35,554,20.8,33.4,11.2,14.8,7.6,6.0,0.7,6.3,99.3,CDU
31701,41.0,934,432,46.3,110,135,41,40,63,26,9,8,423,26.0,31.9,9.7,9.5,14.9,6.1,2.1,1.9,97.9,102,116,65,35,52,28,6,28,426,23.9,27.2,15.3,8.2,12.2,6.6,1.4,6.6,98.6,CDU
31702,41.0,1079,492,45.6,135,157,36,38,64,34,8,20,484,27.9,32.4,7.4,7.9,13.2,7.0,1.6,4.1,98.4,123,132,61,35,60,36,6,39,486,25.3,27.2,12.6,7.2,12.3,7.4,1.2,8.0,98.8,CDU
31800,41.0,870,406,46.7,124,99,28,48,49,29,12,17,394,31.5,25.1,7.1,12.2,12.4,7.4,3.0,4.3,97.0,116,69,36,39,57,36,9,44,397,29.2,17.4,9.1,9.8,14.4,9.1,2.2,11.1,97.8,AfD
32100,41.0,1369,730,53.3,263,241,65,54,52,33,8,14,722,36.4,33.4,9.0,7.5,7.2,4.6,1.1,1.9,98.9,261,209,92,43,49,34,6,36,724,36.0,28.9,12.7,5.9,6.8,4.7,0.8,5.0,99.2,AfD
32201,41.0,866,457,52.8,159,143,51,29,29,30,7,9,450,35.3,31.8,11.3,6.4,6.4,6.7,1.5,2.0,98.5,142,134,61,25,28,24,3,40,454,31.3,29.5,13.4,5.5,6.2,5.3,0.7,8.8,99.3,AfD
32202,41.0,789,372,47.1,107,130,37,26,33,26,3,10,369,29.0,35.2,10.0,7.0,8.9,7.0,0.8,2.7,99.2,105,113,38,35,26,19,1,35,371,28.3,30.5,10.2,9.4,7.0,5.1,0.3,9.4,99.7,CDU
32300,41.0,928,527,56.8,150,159,38,84,47,34,6,9,521,28.8,30.5,7.3,16.1,9.0,6.5,1.1,1.7,98.9,132,149,53,79,40,34,2,38,525,25.1,28.4,10.1,15.0,7.6,6.5,0.4,7.2,99.6,CDU
32400,41.0,1106,578,52.3,119,171,44,128,53,53,2,8,576,20.7,29.7,7.6,22.2,9.2,9.2,0.3,1.4,99.7,114,149,64,112,46,53,2,38,576,19.8,25.9,11.1,19.4,8.0,9.2,0.3,6.6,99.7,CDU
35110,41.0,1270,673,53.0,170,246,73,80,47,35,5,17,668,25.4,36.8,10.9,12.0,7.0,5.2,0.7,2.5,99.3,168,205,112,69,34,39,5,41,668,25.1,30.7,16.8,10.3,5.1,5.8,0.7,6.1,99.3,CDU
35310,41.0,1100,669,60.8,204,242,55,72,50,36,1,9,668,30.5,36.2,8.2,10.8,7.5,5.4,0.1,1.3,99.9,193,201,80,59,40,45,1,50,668,28.9,30.1,12.0,8.8,6.0,6.7,0.1,7.5,99.9,CDU
35410,41.0,1202,687,57.2,206,203,73,80,61,46,6,12,681,30.2,29.8,10.7,11.7,9.0,6.8,0.9,1.8,99.1,196,160,121,66,40,44,7,53,680,28.8,23.5,17.8,9.7,5.9,6.5,1.0,7.8,99.0,AfD
35510,41.0,984,552,56.1,178,207,46,33,38,32,5,13,547,32.5,37.8,8.4,6.0,6.9,5.9,0.9,2.4,99.1,166,157,90,31,31,28,7,42,545,30.5,28.8,16.5,5.7,5.7,5.1,1.3,7.7,98.7,AfD
35610,41.0,203,116,57.1,35,41,14,2,10,11,2,1,114,30.7,36.0,12.3,1.8,8.8,9.6,1.7,0.9,98.3,34,39,15,5,7,10,1,5,115,29.6,33.9,13.0,4.3,6.1,8.7,0.9,4.3,99.1,CDU
36110,41.0,955,553,57.9,138,265,38,55,23,18,3,13,550,25.1,48.2,6.9,10.0,4.2,3.3,0.5,2.4,99.5,138,150,129,55,26,19,3,33,550,25.1,27.3,23.5,10.0,4.7,3.5,0.5,6.0,99.5,CDU
36210,41.0,1277,695,54.4,127,304,51,115,29,50,4,15,691,18.4,44.0,7.4,16.6,4.2,7.2,0.6,2.2,99.4,121,160,168,118,32,54,4,38,691,17.5,23.2,24.3,17.1,4.6,7.8,0.6,5.5,99.4,FDP
36310,41.0,772,411,53.2,97,156,33,44,35,24,12,10,399,24.3,39.1,8.3,11.0,8.8,6.0,2.9,2.5,97.1,96,88,94,41,32,32,8,20,403,23.8,21.8,23.3,10.2,7.9,7.9,1.9,5.0,98.1,AfD
36410,41.0,380,286,75.3,91,101,31,29,7,18,4,5,282,32.3,35.8,11.0,10.3,2.5,6.4,1.4,1.8,98.6,89,65,64,28,9,12,2,17,284,31.3,22.9,22.5,9.9,3.2,4.2,0.7,6.0,99.3,AfD
41100,42.0,1320,676,51.2,120,240,46,154,58,49,9,0,667,18.0,36.0,6.9,23.1,8.7,7.3,1.3,0.0,98.7,119,232,45,138,44,59,4,35,672,17.7,34.5,6.7,20.5,6.5,8.8,0.6,5.2,99.4,CDU
41200,42.0,1200,654,54.5,132,235,46,142,38,47,14,0,640,20.6,36.7,7.2,22.2,5.9,7.3,2.1,0.0,97.9,124,223,46,123,32,65,9,32,645,19.2,34.6,7.1,19.1,5.0,10.1,1.4,5.0,98.6,CDU
41300,42.0,848,409,48.2,76,164,49,71,14,32,3,0,406,18.7,40.4,12.1,17.5,3.4,7.9,0.7,0.0,99.3,65,141,50,65,13,47,3,25,406,16.0,34.7,12.3,16.0,3.2,11.6,0.7,6.2,99.3,CDU
41400,42.0,1068,444,41.6,110,149,23,100,30,28,4,0,440,25.0,33.9,5.2,22.7,6.8,6.4,0.9,0.0,99.1,104,142,34,88,23,26,1,26,443,23.5,32.1,7.7,19.9,5.2,5.9,0.2,5.9,99.8,CDU
42100,42.0,1465,749,51.1,98,292,54,182,54,61,8,0,741,13.2,39.4,7.3,24.6,7.3,8.2,1.1,0.0,98.9,89,258,59,173,49,63,7,51,742,12.0,34.8,8.0,23.3,6.6,8.5,0.9,6.9,99.1,CDU
42200,42.0,1459,748,51.3,138,280,54,176,44,46,10,0,738,18.7,37.9,7.3,23.8,6.0,6.2,1.3,0.0,98.7,130,244,59,159,46,50,5,55,743,17.5,32.8,7.9,21.4,6.2,6.7,0.7,7.4,99.3,CDU
42400,42.0,1229,602,49.0,97,219,37,121,73,45,10,0,592,16.4,37.0,6.2,20.4,12.3,7.6,1.7,0.0,98.3,81,214,44,108,63,44,4,44,598,13.5,35.8,7.4,18.1,10.5,7.4,0.7,7.4,99.3,CDU
42500,42.0,1145,623,54.4,131,219,37,104,74,54,4,0,619,21.2,35.4,6.0,16.8,12.0,8.7,0.6,0.0,99.4,130,180,43,99,58,54,2,57,621,20.9,29.0,6.9,15.9,9.3,8.7,0.3,9.2,99.7,CDU
42600,42.0,977,504,51.6,111,180,43,90,42,35,3,0,501,22.2,35.9,8.6,18.0,8.4,7.0,0.6,0.0,99.4,109,167,43,84,32,44,4,21,500,21.8,33.4,8.6,16.8,6.4,8.8,0.8,4.2,99.2,CDU
