field_1;Wahlbezirk;Wahlkreis;Wahlberechtigte;Wähler;gültige_1;CDU_1;DIE LINKE_1;SPD_1;AfD_1;GRÜNE_1;FDP_1;Die PARTEI_1;BüSo_1;gültige_2;CDU_2;DIE LINKE_2;SPD_2;AfD_2;GRÜNE_2;NPD_2;FDP_2;FREIE WÄHLER_2;Tierschutzpartei_2;PIRATEN_2 Deutschland;Die PARTEI_2;BüSo_2;ADPM_2;Blaue #TeamPetry_2;KPD_2;ÖDP_2;Die Humanisten_2;PDV_2;Gesundheitsforschung_2
"313";"90312";"46.0";"972";"498";"490";"176";"41";"32";"185";"28";"28";;;"493";"151";"34";"29";"173";"34";"1";"30";"18";"7";"1";"6";"4";"0";"2";"1";"0";"0";"0";"2"
"314";"90410";"46.0";"347";"209";"208";"91";"16";"11";"53";"19";"18";;;"209";"68";"17";"15";"51";"20";"1";"14";"12";"4";"0";"4";"0";"0";"1";"0";"0";"1";"0";"1"
"315";"90510";"46.0";"339";"195";"193";"73";"8";"11";"75";"20";"6";;;"193";"60";"4";"13";"65";"27";"0";"7";"10";"3";"0";"1";"0";"0";"1";"0";"1";"0";"0";"1"
"316";"90610";"46.0";"767";"431";"420";"167";"29";"24";"146";"31";"23";;;"421";"134";"22";"21";"134";"35";"1";"30";"19";"8";"5";"3";"0";"1";"0";"0";"2";"2";"0";"4"
"317";"90710";"46.0";"403";"251";"248";"86";"24";"7";"97";"17";"17";;;"249";"68";"16";"12";"95";"21";"1";"17";"9";"2";"0";"2";"0";"1";"0";"0";"3";"1";"0";"1"
"318";"91101";"47.0";"1043";"525";"521";"133";"60";"32";"170";"67";"34";"25.0";"0.0";"523";"125";"51";"38";"152";"65";"6";"29";"19";"8";"3";"17";"0";"2";"1";"0";"2";"0";"0";"5"
"319";"91102";"47.0";"1008";"446";"443";"101";"56";"37";"137";"57";"33";"19.0";"3.0";"445";"91";"51";"35";"133";"57";"1";"26";"15";"4";"0";"17";"1";"3";"0";"0";"4";"4";"1";"2"
"320";"91200";"47.0";"1668";"738";"729";"186";"70";"55";"235";"122";"39";"16.0";"6.0";"734";"181";"60";"54";"219";"100";"5";"48";"23";"14";"7";"11";"1";"3";"1";"1";"2";"0";"0";"4"
"321";"91300";"47.0";"1528";"587";"575";"136";"81";"48";"164";"74";"34";"30.0";"8.0";"580";"120";"66";"44";"155";"74";"2";"33";"43";"12";"1";"20";"1";"2";"1";"0";"2";"2";"0";"2"
"322";"91400";"47.0";"972";"428";"423";"126";"70";"25";"130";"33";"21";"13.0";"5.0";"422";"118";"55";"20";"115";"30";"0";"30";"23";"7";"3";"14";"0";"0";"2";"0";"1";"1";"1";"2"
"323";"91501";"47.0";"1354";"576";"569";"158";"69";"34";"163";"86";"29";"24.0";"6.0";"574";"137";"63";"39";"155";"79";"0";"33";"20";"13";"4";"16";"0";"2";"3";"1";"1";"3";"1";"4"
"324";"91502";"47.0";"1310";"502";"497";"113";"51";"34";"138";"98";"32";"30.0";"1.0";"499";"92";"60";"40";"128";"86";"4";"31";"20";"5";"3";"14";"0";"3";"4";"1";"2";"4";"0";"2"
"325";"92100";"46.0";"1993";"647";"641";"138";"118";"72";"110";"174";"29";;;"644";"111";"97";"49";"104";"170";"0";"21";"13";"12";"9";"33";"0";"1";"1";"0";"8";"11";"2";"2"
"326";"92200";"46.0";"1671";"581";"574";"130";"77";"63";"129";"138";"37";;;"579";"117";"59";"52";"123";"117";"1";"34";"17";"7";"6";"31";"1";"0";"0";"1";"4";"6";"0";"3"
"327";"92300";"46.0";"1546";"577";"573";"144";"105";"52";"109";"134";"29";;;"576";"129";"74";"44";"94";"122";"5";"33";"26";"5";"5";"25";"0";"0";"2";"0";"4";"6";"1";"1"
"328";"92400";"46.0";"859";"405";"400";"87";"64";"46";"102";"72";"29";;;"402";"78";"47";"30";"86";"78";"4";"18";"15";"7";"5";"19";"0";"1";"0";"0";"2";"9";"0";"3"
"329";"92500";"46.0";"1290";"556";"552";"143";"89";"60";"112";"119";"29";;;"552";"115";"70";"55";"93";"116";"3";"29";"18";"10";"8";"16";"0";"2";"2";"2";"2";"7";"1";"3"
"330";"93101";"46.0";"1274";"549";"543";"174";"62";"48";"98";"136";"25";;;"544";"118";"58";"51";"88";"136";"3";"22";"21";"14";"2";"20";"1";"1";"1";"0";"0";"5";"0";"3"
"331";"93102";"46.0";"1169";"513";"510";"114";"71";"63";"99";"130";"33";;;"511";"90";"58";"42";"94";"132";"0";"22";"20";"7";"11";"16";"1";"0";"2";"3";"3";"6";"0";"4"
"332";"93200";"46.0";"1626";"665";"659";"172";"102";"69";"114";"158";"44";;;"662";"138";"80";"59";"108";"158";"2";"33";"20";"8";"7";"25";"2";"0";"2";"2";"7";"3";"4";"4"
"333";"93300";"46.0";"1003";"414";"410";"89";"62";"47";"72";"120";"20";;;"414";"86";"40";"32";"64";"109";"0";"20";"14";"5";"7";"20";"0";"2";"2";"1";"5";"6";"0";"1"
"334";"93400";"46.0";"938";"502";"491";"138";"64";"40";"121";"90";"38";;;"495";"117";"51";"45";"112";"85";"3";"29";"15";"12";"5";"13";"0";"0";"1";"1";"2";"0";"0";"4"
"335";"93500";"46.0";"1345";"585";"583";"135";"100";"63";"133";"115";"37";;;"582";"100";"79";"55";"122";"110";"5";"29";"19";"7";"3";"32";"1";"1";"1";"0";"3";"8";"1";"6"
"336";"93600";"46.0";"1650";"632";"624";"172";"92";"76";"100";"146";"38";;;"629";"154";"82";"54";"96";"156";"2";"25";"17";"4";"5";"17";"0";"0";"3";"1";"4";"4";"0";"5"
"337";"94101";"46.0";"924";"380";"375";"99";"53";"41";"104";"55";"23";;;"378";"75";"49";"39";"99";"52";"3";"19";"13";"4";"7";"8";"0";"2";"2";"0";"4";"1";"0";"1"
"338";"94102";"46.0";"964";"412";"405";"122";"46";"42";"135";"37";"23";;;"409";"107";"29";"41";"128";"43";"1";"31";"9";"6";"1";"11";"0";"1";"1";"0";"0";"0";"0";"0"
"339";"94200";"46.0";"1309";"621";"616";"193";"71";"57";"185";"82";"28";;;"617";"193";"71";"57";"185";"82";"0";"28";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"340";"94400";"46.0";"1063";"511";"508";"186";"45";"33";"161";"55";"28";;;"509";"153";"37";"34";"152";"54";"1";"32";"23";"5";"1";"10";"0";"2";"1";"0";"1";"2";"0";"1"
"341";"94501";"46.0";"984";"487";"482";"198";"53";"46";"110";"51";"24";;;"485";"154";"45";"41";"107";"63";"0";"34";"17";"6";"2";"7";"0";"1";"1";"0";"2";"1";"2";"2"
"342";"94502";"46.0";"888";"453";"450";"218";"28";"32";"103";"45";"24";;;"452";"167";"29";"37";"93";"62";"1";"31";"22";"5";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1"
"343";"94600";"46.0";"1466";"721";"712";"196";"81";"57";"242";"86";"50";;;"716";"173";"64";"53";"224";"87";"3";"42";"23";"11";"4";"12";"1";"6";"3";"0";"4";"3";"1";"2"
"344";"95100";"46.0";"1492";"492";"477";"90";"81";"40";"215";"29";"22";;;"475";"82";"68";"36";"197";"28";"9";"19";"10";"12";"1";"6";"0";"1";"2";"0";"0";"2";"0";"2"
"345";"95200";"46.0";"977";"289";"285";"51";"39";"24";"143";"14";"14";;;"286";"54";"31";"18";"128";"15";"5";"9";"8";"5";"1";"5";"2";"3";"1";"0";"0";"0";"1";"0"
"346";"95400";"46.0";"854";"285";"277";"74";"38";"27";"105";"22";"11";;;"281";"70";"33";"25";"101";"20";"1";"12";"3";"4";"0";"2";"1";"5";"1";"0";"1";"1";"0";"1"
"347";"95500";"46.0";"1354";"492";"481";"124";"52";"44";"198";"32";"31";;;"486";"116";"44";"37";"179";"27";"1";"26";"30";"8";"4";"8";"0";"0";"3";"1";"0";"2";"0";"0"
"348";"95600";"46.0";"1100";"423";"412";"78";"48";"31";"219";"19";"17";;;"412";"73";"41";"24";"189";"22";"10";"18";"18";"4";"1";"5";"0";"3";"1";"0";"1";"1";"0";"1"
"349";"96100";"46.0";"1413";"533";"518";"123";"84";"42";"196";"41";"32";;;"522";"114";"81";"34";"181";"37";"1";"27";"20";"8";"7";"7";"0";"2";"0";"0";"2";"1";"0";"0"
"350";"96300";"46.0";"1773";"593";"576";"136";"82";"55";"225";"33";"45";;;"581";"139";"73";"39";"222";"25";"1";"33";"13";"9";"4";"10";"1";"3";"0";"1";"3";"1";"0";"4"
"351";"96600";"46.0";"1656";"548";"538";"119";"60";"47";"245";"40";"27";;;"538";"105";"50";"35";"223";"37";"6";"27";"20";"5";"7";"8";"0";"4";"2";"0";"2";"2";"1";"4"
"352";"97100";"46.0";"1465";"594";"573";"147";"82";"46";"222";"49";"27";;;"583";"127";"68";"40";"211";"41";"6";"28";"23";"9";"1";"14";"1";"3";"3";"3";"2";"2";"0";"1"
"353";"97300";"46.0";"1583";"612";"598";"144";"96";"50";"236";"40";"32";;;"603";"124";"73";"37";"216";"36";"8";"20";"27";"12";"6";"23";"1";"3";"0";"1";"2";"9";"1";"4"
"354";"97600";"46.0";"1380";"529";"520";"132";"79";"32";"220";"29";"28";;;"527";"127";"71";"32";"201";"28";"5";"24";"13";"3";"1";"5";"0";"4";"3";"1";"1";"3";"2";"3"
"355";"98100";"46.0";"1422";"666";"657";"231";"47";"36";"236";"61";"46";;;"658";"193";"38";"35";"222";"56";"8";"41";"23";"12";"6";"11";"0";"1";"2";"0";"1";"3";"1";"5"
"356";"98200";"46.0";"1441";"729";"723";"264";"66";"50";"241";"64";"38";;;"726";"204";"55";"46";"242";"86";"1";"40";"16";"12";"2";"11";"0";"2";"5";"0";"2";"0";"0";"2"
"357";"98300";"46.0";"1354";"674";"663";"242";"44";"47";"238";"47";"45";;;"669";"210";"36";"39";"229";"48";"1";"50";"18";"13";"3";"7";"0";"4";"2";"1";"1";"1";"1";"5"
"358";"98401";"46.0";"1057";"468";"465";"142";"63";"37";"144";"49";"30";;;"466";"132";"47";"39";"134";"51";"4";"21";"14";"5";"1";"10";"1";"2";"0";"0";"2";"0";"0";"3"
"359";"98402";"46.0";"966";"396";"389";"110";"40";"21";"147";"43";"28";;;"391";"91";"32";"13";"134";"37";"5";"29";"22";"6";"5";"9";"0";"2";"1";"0";"1";"1";"2";"1"
"360";"98500";"46.0";"1499";"735";"731";"277";"63";"59";"219";"81";"32";;;"733";"221";"47";"60";"207";"93";"4";"46";"21";"12";"3";"9";"0";"2";"3";"1";"1";"2";"0";"1"
"361";"98600";"46.0";"1267";"607";"601";"218";"55";"46";"203";"58";"21";;;"602";"172";"41";"57";"189";"62";"3";"24";"29";"8";"2";"8";"0";"1";"1";"0";"3";"0";"0";"2"
"362";"99110";"46.0";"1504";"775";"767";"327";"49";"24";"259";"52";"56";;;"770";"260";"44";"26";"244";"60";"0";"63";"45";"8";"6";"7";"0";"3";"2";"0";"0";"1";"0";"1"
"363";"99310";"46.0";"1130";"641";"635";"241";"55";"35";"232";"30";"42";;;"639";"204";"46";"33";"229";"31";"0";"56";"32";"1";"1";"2";"0";"0";"1";"0";"3";"0";"0";"0"
"364";"99810";"46.0";"909";"563";"554";"232";"44";"37";"170";"22";"49";;;"556";"209";"45";"45";"159";"22";"0";"39";"19";"4";"1";"5";"1";"0";"1";"1";"3";"1";"0";"1"
"365";"1000";"45.0";"0";"462";"459";"98";"96";"20";"60";"145";"25";"13.0";"2.0";"459";"96";"80";"44";"58";"128";"0";"28";"6";"2";"1";"10";"1";"1";"0";"0";"0";"0";"0";"4"
"366";"2001";"45.0";"0";"785";"777";"204";"157";"61";"119";"151";"51";"30.0";"4.0";"782";"219";"125";"84";"109";"126";"31";"29";"23";"10";"6";"6";"1";"0";"1";"1";"9";"2";"0";"0"
"367";"2002";"45.0";"0";"480";"476";"113";"94";"48";"59";"106";"30";"24.0";"2.0";"480";"123";"75";"50";"60";"90";"1";"25";"16";"7";"4";"19";"0";"0";"1";"0";"2";"5";"0";"2"
"368";"3001";"45.0";"0";"617";"616";"147";"105";"44";"91";"172";"32";"20.0";"5.0";"616";"156";"82";"69";"82";"125";"2";"41";"8";"7";"5";"23";"0";"1";"1";"1";"5";"3";"0";"5"
"369";"3002";"45.0";"0";"963";"953";"275";"159";"85";"150";"197";"55";"26.0";"6.0";"961";"298";"128";"102";"142";"146";"1";"53";"31";"13";"7";"15";"1";"0";"3";"3";"2";"9";"1";"6"
"370";"4001";"47.0";"0";"1252";"1230";"403";"211";"96";"169";"252";"70";"26.0";"3.0";"1246";"377";"184";"111";"165";"239";"2";"86";"26";"7";"3";"22";"0";"0";"4";"2";"6";"5";"1";"6"
"371";"4002";"47.0";"0";"783";"775";"209";"150";"89";"152";"95";"51";"26.0";"3.0";"778";"197";"138";"89";"146";"91";"1";"53";"15";"4";"6";"19";"2";"0";"3";"0";"4";"5";"1";"4"
"372";"5001";"47.0";"0";"885";"883";"156";"145";"80";"84";"304";"43";"62.0";"9.0";"881";"146";"133";"77";"76";"276";"3";"41";"20";"15";"13";"47";"2";"0";"5";"0";"12";"7";"2";"6"
"373";"5002";"47.0";"0";"781";"779";"194";"116";"64";"66";"233";"50";"53.0";"3.0";"779";"162";"125";"69";"65";"211";"0";"48";"14";"12";"10";"39";"0";"0";"3";"2";"2";"10";"2";"5"
"374";"6001";"45.0";"0";"516";"512";"131";"124";"41";"89";"91";"18";"14.0";"4.0";"515";"149";"101";"53";"75";"78";"1";"18";"10";"7";"6";"9";"0";"0";"1";"1";"1";"1";"1";"3"
"375";"6002";"45.0";"0";"972";"970";"191";"163";"74";"101";"372";"31";"34.0";"4.0";"972";"205";"153";"98";"96";"310";"3";"35";"19";"6";"6";"25";"2";"0";"2";"1";"5";"5";"0";"1"
"376";"6003";"45.0";"0";"888";"876";"215";"128";"69";"104";"263";"54";"39.0";"4.0";"884";"236";"115";"86";"95";"227";"3";"57";"15";"7";"4";"23";"4";"0";"1";"1";"4";"3";"0";"3"
"377";"7001";"45.0";"0";"995";"985";"304";"155";"97";"170";"160";"65";"28.0";"6.0";"989";"355";"116";"93";"150";"126";"3";"54";"43";"11";"2";"17";"2";"0";"1";"5";"3";"4";"1";"3"
"378";"7002";"45.0";"0";"780";"772";"213";"156";"67";"175";"95";"45";"17.0";"4.0";"776";"242";"132";"71";"157";"80";"0";"50";"18";"6";"1";"11";"2";"1";"0";"2";"2";"0";"0";"1"
"379";"7003";"45.0";"0";"902";"899";"232";"195";"71";"180";"143";"47";"24.0";"7.0";"901";"254";"151";"98";"148";"120";"2";"49";"25";"14";"5";"14";"2";"0";"7";"3";"0";"3";"0";"6"
"380";"11001";"41.0";"0";"1103";"1101";"116";"264";"103";"33";"485";"27";"73.0";;"1103";"110";"243";"78";"32";"493";"1";"34";"14";"2";"14";"64";"0";"0";"2";"1";"9";"4";"0";"2"
"381";"11002";"41.0";"0";"962";"957";"92";"210";"104";"39";"443";"28";"41.0";;"959";"106";"169";"99";"33";"442";"0";"33";"6";"7";"8";"36";"2";"0";"4";"0";"8";"5";"1";"0"
"382";"11003";"41.0";"0";"1151";"1149";"86";"254";"137";"45";"554";"21";"52.0";;"1150";"86";"232";"117";"42";"555";"0";"21";"13";"7";"9";"43";"0";"1";"3";"4";"8";"8";"1";"0"
"383";"11004";"41.0";"0";"1210";"1203";"95";"275";"113";"42";"605";"19";"54.0";;"1206";"105";"231";"118";"39";"599";"0";"17";"9";"9";"13";"40";"1";"0";"2";"1";"10";"10";"0";"2"
"384";"11005";"41.0";"0";"1074";"1067";"132";"232";"108";"37";"480";"26";"52.0";;"1067";"144";"214";"79";"32";"484";"0";"32";"8";"10";"7";"46";"2";"0";"1";"1";"3";"3";"0";"1"
"385";"12001";"41.0";"0";"1192";"1182";"269";"151";"130";"93";"449";"50";"40.0";;"1192";"279";"139";"125";"93";"427";"0";"56";"20";"4";"12";"26";"1";"1";"3";"1";"2";"2";"0";"1"
"386";"12002";"41.0";"0";"836";"828";"218";"158";"84";"98";"203";"42";"25.0";;"832";"226";"136";"59";"87";"207";"1";"46";"12";"14";"4";"21";"0";"1";"3";"0";"3";"4";"1";"7"
"387";"13001";"45.0";"0";"920";"917";"235";"182";"85";"108";"231";"48";"23.0";"5.0";"918";"276";"151";"105";"101";"182";"0";"42";"16";"7";"2";"26";"1";"0";"2";"1";"3";"3";"0";"0"
"388";"13002";"45.0";"0";"1300";"1295";"251";"201";"112";"94";"531";"52";"52.0";"2.0";"1297";"281";"183";"128";"90";"454";"0";"51";"16";"12";"13";"41";"0";"0";"2";"1";"7";"15";"1";"2"
"389";"14001";"45.0";"0";"1056";"1052";"82";"279";"49";"48";"485";"25";"81.0";"3.0";"1055";"106";"265";"57";"37";"445";"0";"23";"15";"15";"9";"64";"0";"0";"0";"0";"10";"6";"1";"2"
"390";"14002";"45.0";"0";"1199";"1195";"70";"320";"70";"36";"604";"26";"66.0";"3.0";"1197";"91";"285";"107";"34";"545";"0";"20";"8";"9";"14";"67";"2";"0";"2";"0";"6";"5";"0";"2"
"391";"14003";"45.0";"0";"1194";"1189";"159";"227";"81";"119";"504";"38";"57.0";"4.0";"1190";"183";"210";"108";"94";"444";"4";"49";"22";"6";"8";"40";"1";"0";"0";"1";"8";"4";"5";"3"
"392";"15000";"41.0";"0";"717";"709";"152";"94";"67";"111";"212";"44";"29.0";;"713";"162";"93";"68";"101";"192";"1";"43";"12";"11";"6";"13";"4";"0";"2";"0";"0";"1";"1";"3"
"393";"21001";"47.0";"0";"1053";"1049";"162";"231";"66";"100";"370";"40";"76.0";"4.0";"1050";"161";"207";"90";"92";"330";"2";"34";"26";"19";"14";"46";"2";"0";"3";"2";"6";"3";"5";"8"
"394";"21002";"47.0";"0";"675";"673";"120";"117";"54";"72";"230";"27";"46.0";"7.0";"675";"127";"116";"62";"68";"187";"1";"23";"18";"17";"9";"29";"0";"1";"2";"0";"6";"6";"0";"3"
"395";"21003";"47.0";"0";"756";"752";"126";"160";"53";"80";"257";"23";"49.0";"4.0";"753";"114";"139";"58";"72";"245";"2";"31";"24";"14";"10";"34";"0";"0";"1";"1";"3";"2";"0";"3"
"396";"22001";"47.0";"0";"793";"786";"169";"97";"65";"154";"183";"58";"55.0";"5.0";"789";"169";"85";"76";"149";"156";"2";"47";"35";"12";"11";"30";"2";"0";"3";"0";"3";"4";"0";"5"
"397";"22002";"47.0";"0";"637";"629";"195";"89";"51";"122";"89";"44";"38.0";"1.0";"633";"180";"79";"57";"111";"81";"2";"41";"32";"16";"5";"16";"0";"0";"3";"1";"3";"0";"2";"4"
"398";"22003";"47.0";"0";"911";"902";"269";"124";"85";"167";"152";"57";"40.0";"8.0";"908";"271";"108";"79";"156";"133";"4";"44";"39";"15";"4";"30";"3";"0";"2";"1";"8";"5";"0";"6"
"399";"23000";"47.0";"0";"826";"815";"300";"79";"56";"171";"110";"63";"31.0";"5.0";"819";"297";"73";"53";"156";"102";"0";"60";"27";"21";"2";"12";"1";"1";"4";"1";"5";"0";"1";"3"
"400";"24001";"47.0";"0";"1031";"1023";"291";"142";"90";"178";"235";"54";"27.0";"6.0";"1028";"253";"131";"115";"171";"203";"1";"69";"38";"14";"3";"13";"1";"0";"2";"0";"4";"3";"1";"6"
"401";"24002";"47.0";"0";"957";"952";"272";"142";"94";"167";"167";"86";"19.0";"5.0";"956";"252";"123";"106";"168";"151";"1";"67";"42";"15";"1";"13";"1";"1";"3";"1";"5";"3";"0";"3"
"402";"25001";"47.0";"0";"974";"966";"225";"174";"91";"146";"229";"40";"55.0";"6.0";"971";"240";"151";"94";"131";"210";"3";"41";"23";"17";"6";"32";"1";"0";"6";"0";"5";"5";"1";"5"
"403";"25002";"47.0";"0";"853";"850";"188";"154";"69";"133";"190";"65";"43.0";"8.0";"850";"171";"137";"77";"123";"172";"6";"57";"34";"23";"6";"26";"3";"0";"3";"0";"2";"5";"1";"4"
"404";"25003";"47.0";"0";"648";"644";"211";"108";"59";"80";"125";"35";"19.0";"7.0";"647";"209";"109";"52";"71";"123";"1";"32";"13";"6";"1";"11";"3";"0";"3";"1";"4";"2";"3";"3"
"405";"31001";"41.0";"0";"1036";"1031";"341";"135";"77";"230";"141";"80";"27.0";;"1034";"299";"112";"81";"213";"134";"0";"119";"26";"10";"3";"16";"1";"0";"6";"1";"2";"3";"1";"7"
"406";"31002";"41.0";"0";"1099";"1089";"394";"99";"99";"185";"175";"115";"22.0";;"1097";"359";"79";"91";"185";"165";"2";"158";"21";"10";"4";"12";"0";"0";"2";"0";"3";"2";"0";"4"
"407";"31003";"41.0";"0";"860";"852";"291";"94";"72";"182";"108";"82";"23.0";;"858";"265";"76";"66";"165";"107";"2";"117";"15";"10";"3";"12";"1";"2";"2";"3";"4";"2";"2";"4"
"408";"32001";"41.0";"0";"557";"554";"212";"39";"54";"135";"46";"58";"10.0";;"557";"206";"42";"52";"135";"37";"3";"52";"14";"9";"0";"4";"0";"0";"0";"1";"2";"0";"0";"0"
"409";"32002";"41.0";"0";"894";"887";"338";"95";"64";"145";"160";"61";"24.0";;"893";"314";"76";"87";"123";"136";"1";"86";"26";"12";"3";"14";"0";"1";"2";"0";"4";"5";"0";"3"
"410";"35010";"41.0";"0";"1118";"1111";"457";"105";"76";"232";"108";"117";"16.0";;"1116";"391";"87";"80";"223";"106";"2";"167";"24";"5";"1";"12";"0";"1";"2";"0";"3";"3";"1";"8"
"411";"36010";"41.0";"0";"854";"849";"363";"70";"50";"136";"155";"64";"11.0";;"851";"247";"58";"68";"137";"141";"2";"159";"16";"6";"1";"7";"0";"0";"1";"2";"4";"1";"0";"1"
"412";"41001";"42.0";"0";"824";"812";"303";"62";"66";"106";"210";"65";;;"820";"306";"58";"86";"100";"168";"0";"56";"18";"3";"3";"9";"0";"0";"2";"0";"3";"1";"4";"3"
"413";"41002";"42.0";"0";"773";"768";"288";"76";"53";"129";"150";"72";;;"772";"299";"72";"53";"113";"138";"1";"54";"22";"6";"1";"7";"0";"1";"2";"0";"1";"1";"0";"1"
"414";"42001";"42.0";"0";"966";"953";"334";"78";"76";"111";"271";"83";;;"965";"299";"73";"95";"102";"244";"0";"83";"18";"12";"4";"17";"0";"0";"7";"1";"4";"2";"1";"3"
"415";"42002";"42.0";"0";"708";"704";"253";"72";"69";"105";"147";"58";;;"707";"255";"62";"61";"95";"128";"1";"52";"18";"13";"3";"10";"1";"0";"2";"0";"4";"0";"0";"2"
"416";"42003";"42.0";"0";"992";"983";"344";"105";"92";"141";"209";"92";;;"983";"361";"87";"91";"128";"178";"0";"83";"22";"11";"0";"8";"0";"0";"2";"1";"2";"3";"0";"6"
"417";"43000";"42.0";"0";"830";"819";"245";"95";"81";"161";"184";"53";;;"828";"255";"58";"86";"149";"168";"3";"34";"30";"8";"5";"13";"1";"0";"5";"0";"4";"3";"1";"5"
"418";"45010";"41.0";"0";"928";"919";"378";"79";"52";"224";"106";"60";"20.0";;"926";"361";"71";"64";"198";"101";"5";"75";"22";"9";"0";"9";"2";"1";"0";"1";"4";"1";"1";"1"
"419";"46010";"41.0";"0";"819";"816";"330";"68";"52";"161";"137";"54";"14.0";;"819";"300";"49";"52";"151";"134";"3";"66";"31";"7";"3";"11";"1";"0";"4";"0";"2";"2";"1";"2"
"420";"47010";"41.0";"0";"662";"654";"262";"44";"39";"163";"80";"53";"13.0";;"661";"227";"46";"36";"159";"80";"2";"56";"25";"10";"3";"3";"0";"2";"3";"1";"2";"1";"0";"5"
"421";"51001";"44.0";"0";"1024";"1021";"388";"103";"104";"134";"223";"62";;"7.0";"1024";"374";"88";"94";"127";"213";"1";"73";"23";"3";"1";"12";"0";"0";"4";"0";"4";"2";"3";"2"
"422";"51002";"44.0";"0";"744";"732";"257";"67";"82";"100";"174";"46";;"6.0";"742";"263";"49";"68";"91";"152";"0";"55";"16";"12";"4";"15";"4";"0";"4";"0";"3";"2";"1";"3"
"423";"51003";"44.0";"0";"818";"813";"232";"113";"78";"111";"233";"42";;"4.0";"817";"242";"86";"80";"97";"219";"0";"36";"21";"6";"1";"20";"0";"1";"1";"0";"2";"2";"0";"3"
"424";"52001";"44.0";"0";"1051";"1044";"331";"109";"106";"86";"375";"32";;"5.0";"1050";"318";"70";"94";"75";"373";"0";"47";"27";"3";"1";"22";"2";"0";"0";"1";"12";"2";"1";"2"
"425";"52002";"44.0";"0";"959";"948";"292";"125";"93";"82";"306";"41";;"9.0";"954";"288";"96";"104";"78";"277";"0";"41";"18";"9";"3";"22";"1";"0";"2";"0";"9";"5";"0";"1"
"426";"52003";"44.0";"0";"943";"934";"299";"119";"102";"109";"240";"59";;"6.0";"940";"281";"95";"95";"102";"224";"0";"67";"30";"5";"1";"21";"2";"0";"1";"1";"9";"3";"0";"3"
"427";"52004";"44.0";"0";"885";"877";"252";"110";"101";"144";"216";"42";;"12.0";"884";"248";"88";"98";"118";"209";"1";"53";"26";"4";"4";"13";"0";"0";"5";"0";"6";"4";"1";"6"
"428";"53001";"45.0";"0";"983";"980";"354";"103";"81";"123";"230";"62";"20.0";"7.0";"980";"349";"90";"86";"115";"207";"2";"66";"24";"6";"4";"14";"1";"0";"1";"0";"8";"1";"0";"6"
"429";"53002";"45.0";"0";"894";"884";"240";"146";"67";"151";"204";"46";"27.0";"3.0";"892";"279";"102";"84";"136";"160";"2";"49";"22";"20";"1";"23";"2";"2";"3";"1";"1";"1";"1";"3"
"430";"53003";"45.0";"0";"1108";"1100";"295";"174";"109";"195";"224";"78";"14.0";"11.0";"1105";"306";"148";"113";"170";"189";"2";"66";"40";"10";"6";"14";"3";"0";"4";"2";"18";"2";"0";"12"
"431";"54001";"44.0";"0";"651";"643";"162";"86";"94";"75";"170";"51";;"5.0";"648";"169";"68";"83";"75";"158";"4";"46";"12";"7";"5";"7";"1";"0";"1";"1";"5";"1";"3";"2"
"432";"54002";"44.0";"0";"832";"825";"230";"140";"91";"121";"190";"46";;"7.0";"828";"229";"96";"81";"113";"181";"0";"44";"34";"12";"11";"13";"2";"0";"1";"3";"2";"0";"0";"6"
"433";"54003";"44.0";"0";"1049";"1038";"337";"123";"134";"194";"168";"70";;"12.0";"1046";"354";"91";"106";"183";"167";"3";"65";"28";"10";"2";"17";"3";"0";"3";"1";"5";"4";"1";"3"
"434";"54004";"44.0";"0";"1085";"1079";"333";"142";"115";"178";"233";"64";;"14.0";"1085";"328";"111";"99";"161";"218";"1";"69";"33";"10";"5";"26";"1";"0";"4";"1";"4";"2";"1";"11"
"435";"55001";"44.0";"0";"861";"853";"257";"119";"100";"154";"161";"52";;"10.0";"861";"253";"97";"83";"127";"144";"0";"66";"42";"13";"0";"16";"3";"0";"2";"0";"5";"1";"1";"8"
"436";"55002";"44.0";"0";"590";"587";"183";"105";"69";"133";"55";"34";;"8.0";"590";"197";"98";"49";"118";"45";"0";"31";"24";"7";"1";"5";"3";"0";"0";"0";"2";"2";"0";"8"
"437";"55003";"44.0";"0";"720";"713";"207";"94";"93";"154";"106";"50";;"9.0";"718";"210";"74";"89";"143";"82";"2";"53";"26";"7";"6";"12";"0";"0";"1";"0";"3";"2";"1";"7"
"438";"56001";"44.0";"0";"848";"834";"231";"112";"116";"182";"102";"77";;"14.0";"839";"228";"93";"95";"164";"106";"4";"64";"40";"10";"1";"15";"1";"0";"4";"0";"3";"5";"1";"5"
"439";"56002";"44.0";"0";"739";"736";"211";"113";"56";"196";"98";"51";;"11.0";"739";"210";"95";"48";"183";"76";"1";"53";"33";"10";"3";"8";"1";"1";"1";"1";"3";"4";"4";"4"
"440";"56003";"44.0";"0";"890";"885";"232";"146";"119";"203";"109";"64";;"12.0";"887";"264";"94";"104";"179";"99";"3";"59";"27";"15";"5";"20";"2";"0";"4";"2";"3";"3";"2";"2"
